emp_no,first_name,last_name,title,from_date,salary
441104,Adit,Krzyzanowski,Senior Engineer,7/29/1987,84982
441105,Amabile,Picci,Senior Staff,1/10/1995,77129
441105,Amabile,Picci,Staff,1/10/1988,77129
441106,Hilari,Rohrbach,Senior Engineer,2/27/1988,40000
441117,Xiahua,Mondadori,Senior Engineer,2/21/1987,49245
441118,Shridhar,Juneja,Engineer,7/3/1992,40000
441118,Shridhar,Juneja,Senior Engineer,7/4/1999,40000
441131,Mandell,Covnot,Assistant Engineer,1/10/1986,44374
441131,Mandell,Covnot,Engineer,1/10/1993,44374
441131,Mandell,Covnot,Senior Engineer,1/11/2000,44374
441132,Claude,Jansen,Technique Leader,9/5/1995,40000
441134,Insup,Bennet,Senior Staff,9/25/1992,76928
441134,Insup,Bennet,Staff,9/25/1985,76928
441137,Sanjit,Rajala,Engineer,10/15/1988,61902
441137,Sanjit,Rajala,Senior Engineer,10/15/1997,61902
441144,Muneo,Bolsens,Senior Engineer,12/27/1985,44121
441154,Lansing,Syang,Senior Engineer,1/15/1987,63254
441157,Barna,Tiemann,Senior Staff,6/9/1992,46467
441157,Barna,Tiemann,Staff,6/10/1987,46467
441163,Shunichi,Turnbull,Senior Staff,8/8/1993,42741
441163,Shunichi,Turnbull,Staff,8/9/1987,42741
441179,Tommaso,Sgarro,Senior Staff,1/17/1996,84048
441179,Tommaso,Sgarro,Staff,1/17/1988,84048
441182,Mayumi,Benantar,Engineer,11/8/1991,40000
441182,Mayumi,Benantar,Senior Engineer,11/7/1997,40000
441188,Kwee,Zaumen,Senior Engineer,4/19/1988,47525
441190,Yuuichi,Dulay,Engineer,10/3/1987,56284
441190,Yuuichi,Dulay,Senior Engineer,10/3/1994,56284
441208,Nitsan,Murrill,Engineer,3/20/1989,47063
441208,Nitsan,Murrill,Senior Engineer,3/20/1998,47063
441228,Kazuhiko,Winter,Senior Staff,7/20/1985,65442
441229,Nobuyoshi,Rosis,Senior Staff,9/24/1996,72419
441229,Nobuyoshi,Rosis,Staff,9/25/1987,72419
441240,Shounak,Nicolson,Assistant Engineer,9/23/1988,40000
441240,Shounak,Nicolson,Engineer,9/24/1995,40000
441263,Vivian,Coullard,Staff,6/25/1998,41270
441264,Chenye,Chinal,Engineer,5/17/1988,40000
441264,Chenye,Chinal,Senior Engineer,5/18/1995,40000
441267,Zita,Hebden,Senior Staff,2/23/1991,40000
441267,Zita,Hebden,Staff,2/23/1985,40000
441269,Arne,Hempstead,Senior Staff,9/13/1993,40000
441269,Arne,Hempstead,Staff,9/13/1985,40000
441271,Mads,Esposito,Engineer,12/28/1992,52458
441271,Mads,Esposito,Senior Engineer,12/28/1997,52458
441278,Chandrasekaran,Wallrath,Technique Leader,7/25/1987,55725
441308,Sastry,Sankaranarayanan,Senior Staff,3/31/1997,40000
441309,Arco,Trystram,Engineer,12/15/1986,80172
441309,Arco,Trystram,Senior Engineer,12/14/1992,80172
441332,Sverrir,Bruckman,Engineer,2/7/1986,40000
441332,Sverrir,Bruckman,Senior Engineer,2/7/1992,40000
441333,Horward,Randi,Engineer,6/9/1985,40000
441333,Horward,Randi,Senior Engineer,6/9/1991,40000
441343,Yuping,Jiang,Senior Engineer,12/30/1987,40000
441349,Oscar,Merlo,Senior Staff,4/29/1988,61614
441352,Christoper,Menyhert,Senior Staff,9/22/1993,89903
441352,Christoper,Menyhert,Staff,9/22/1988,89903
441364,Weidon,Kilgore,Senior Staff,1/11/1998,71607
441364,Weidon,Kilgore,Staff,1/11/1989,71607
441371,Vidya,Leppanen,Senior Staff,5/14/1994,88673
441371,Vidya,Leppanen,Staff,5/14/1986,88673
441388,Sham,Kroft,Senior Staff,11/10/1992,65883
441388,Sham,Kroft,Staff,11/10/1985,65883
441398,Chiradeep,Eiter,Senior Staff,9/9/1999,47380
441398,Chiradeep,Eiter,Staff,9/8/1992,47380
441407,Atreyi,Roohalamini,Engineer,10/14/1998,57918
441425,Niteen,Famili,Engineer,9/19/1985,45770
441425,Niteen,Famili,Senior Engineer,9/19/1991,45770
441429,Ewing,Akaboshi,Senior Staff,2/14/1996,54969
441429,Ewing,Akaboshi,Staff,2/13/1989,54969
441449,Kiyokazu,Lally,Engineer,12/21/1992,40000
441449,Kiyokazu,Lally,Senior Engineer,12/21/2001,40000
441451,Fabrizio,Marletta,Engineer,3/27/1986,55226
441451,Fabrizio,Marletta,Senior Engineer,3/27/1991,55226
441459,Rosine,Schauser,Senior Engineer,11/23/1985,40000
441461,Mang,Nations,Senior Engineer,9/12/1986,41759
441477,Kerryn,Sevcikova,Senior Staff,1/9/1992,92717
441477,Kerryn,Sevcikova,Staff,1/9/1987,92717
441478,Mats,Camarinopoulos,Technique Leader,5/30/1999,77290
441487,Przemyslawa,Dulli,Engineer,12/4/1987,40000
441487,Przemyslawa,Dulli,Senior Engineer,12/3/1992,40000
441493,Ger,Menhardt,Engineer,1/30/1998,40000
441495,Marie,Feldmann,Engineer,9/23/1999,52472
441506,Kwun,Underwood,Assistant Engineer,2/8/1985,40000
441506,Kwun,Underwood,Engineer,2/8/1994,40000
441515,Fox,Hasenauer,Engineer,10/15/1987,40000
441515,Fox,Hasenauer,Senior Engineer,10/14/1992,40000
441516,Sanjai,Nitsch,Senior Engineer,3/6/1995,57624
441520,Shounak,Suermann,Senior Staff,6/13/1995,53588
441520,Shounak,Suermann,Staff,6/12/1988,53588
441529,Kazuhiko,Tasistro,Engineer,8/5/1997,66588
441531,Heekeun,Chandrasekhar,Engineer,5/16/1989,40000
441531,Heekeun,Chandrasekhar,Senior Engineer,5/16/1998,40000
441582,Munehiko,Schauser,Engineer,11/6/1988,55552
441582,Munehiko,Schauser,Senior Engineer,11/7/1995,55552
441598,Jingling,Siepmann,Staff,7/26/1998,74249
441609,Martins,Swiss,Engineer,4/11/1985,50224
441609,Martins,Swiss,Senior Engineer,4/11/1990,50224
441628,Lubomir,Bazelow,Senior Staff,1/7/1998,61456
441628,Lubomir,Bazelow,Staff,1/7/1989,61456
441666,Mohammed,Jullig,Senior Staff,11/5/1992,55206
441666,Mohammed,Jullig,Staff,11/6/1986,55206
441668,Huiqun,Crelier,Technique Leader,11/12/1987,49571
441669,Raimond,Chimia,Senior Staff,4/3/1996,84281
441669,Raimond,Chimia,Staff,4/3/1988,84281
441672,Inderjeet,Rabehasaina,Senior Staff,6/16/1995,61215
441672,Inderjeet,Rabehasaina,Staff,6/15/1988,61215
441674,Jiong,Heusch,Senior Staff,1/23/2002,40000
441674,Jiong,Heusch,Staff,1/23/1994,40000
441688,Jayesh,Schwaller,Staff,11/10/1999,40648
441691,Uri,Oehlmann,Senior Staff,2/7/1994,41738
441691,Uri,Oehlmann,Staff,2/7/1987,41738
441698,Reinhard,Halloran,Engineer,8/13/1988,40000
441698,Reinhard,Halloran,Senior Engineer,8/13/1994,40000
441723,Houman,Granlund,Engineer,7/19/1988,70065
441723,Houman,Granlund,Senior Engineer,7/19/1996,70065
441737,Sverrir,Coombs,Engineer,3/25/1988,72262
441737,Sverrir,Coombs,Senior Engineer,3/25/1996,72262
441762,Mircea,Delaune,Senior Staff,11/10/2001,46811
441762,Mircea,Delaune,Staff,11/11/1995,46811
441773,Shigenori,Cesareni,Senior Staff,7/30/1995,70754
441773,Shigenori,Cesareni,Staff,7/29/1988,70754
441784,Vasilii,Peroz,Senior Engineer,6/27/1995,53272
441826,Leandro,Einsfeld,Senior Staff,3/18/1996,60060
441826,Leandro,Einsfeld,Staff,3/19/1987,60060
441839,Froduald,Christ,Senior Staff,2/15/1991,87738
441839,Froduald,Christ,Staff,2/15/1986,87738
441873,Georg,Perri,Senior Staff,9/7/1993,62108
441873,Georg,Perri,Staff,9/7/1986,62108
441880,Xiping,Mikschl,Engineer,3/6/1994,40000
441880,Xiping,Mikschl,Senior Engineer,3/6/2001,40000
441904,Rosalyn,Sambasivam,Staff,7/4/1998,84520
441911,Susuma,Zweizig,Senior Staff,1/28/1993,54211
441911,Susuma,Zweizig,Staff,1/29/1987,54211
441918,Bluma,Rettelbach,Senior Staff,11/30/1992,53325
441918,Bluma,Rettelbach,Staff,12/1/1987,53325
441921,Jeanne,Hatcliff,Senior Engineer,12/31/1988,40000
441925,Kinh,Kusakabe,Assistant Engineer,12/12/1985,48015
441925,Kinh,Kusakabe,Engineer,12/12/1992,48015
441925,Kinh,Kusakabe,Senior Engineer,12/13/1999,48015
441927,Diederik,Oxman,Engineer,1/6/1986,40000
441927,Diederik,Oxman,Senior Engineer,1/6/1993,40000
441932,Shir,Tyugu,Engineer,6/20/1998,42450
441939,Jayson,Hennings,Engineer,10/2/1996,40000
441955,Sudhanshu,Sommer,Senior Staff,5/15/1992,91667
441955,Sudhanshu,Sommer,Staff,5/16/1987,91667
441970,Duangkaew,Puppe,Engineer,9/14/1986,48992
441970,Duangkaew,Puppe,Senior Engineer,9/14/1995,48992
441973,Hatsukazu,Egerstedt,Engineer,9/29/1987,40000
441973,Hatsukazu,Egerstedt,Senior Engineer,9/29/1995,40000
441985,Xumin,Velardi,Technique Leader,10/9/1993,57268
442014,Radhakrishnan,Gajiwala,Senior Engineer,7/17/1997,40000
442016,Yuping,Breugel,Senior Staff,9/6/1986,62938
442048,Shigeu,Stassinopoulos,Technique Leader,10/12/1992,41249
442054,Sachar,Vendrig,Engineer,10/31/1995,41470
442083,Shridhar,Perly,Engineer,6/24/1985,52195
442083,Shridhar,Perly,Senior Engineer,6/24/1991,52195
442085,Jeong,Peha,Senior Staff,1/27/1992,82044
442085,Jeong,Peha,Staff,1/27/1987,82044
442093,Arvind,Weisert,Senior Engineer,8/20/1985,49240
442114,Ibibia,Mandell,Senior Staff,3/17/1994,60625
442114,Ibibia,Mandell,Staff,3/17/1985,60625
442131,Mark,Dredge,Senior Staff,3/2/1992,40000
442133,Bernd,Angel,Senior Staff,7/28/2002,85908
442133,Bernd,Angel,Staff,7/28/1993,85908
442141,Eben,Serot,Senior Staff,12/5/1996,53411
442141,Eben,Serot,Staff,12/5/1988,53411
442149,Utpal,Bodoff,Senior Staff,10/25/2001,73619
442149,Utpal,Bodoff,Staff,10/25/1994,73619
442167,Mohamadou,Vigier,Senior Engineer,3/14/1996,48357
442188,Lucian,Rahier,Staff,9/6/1995,69955
442196,Muzhong,Hegner,Senior Engineer,6/26/1987,40000
442213,Masali,Hoogerwoord,Senior Staff,3/6/1986,47327
442230,Anestis,Edelhoff,Engineer,5/23/1986,66004
442230,Anestis,Edelhoff,Senior Engineer,5/23/1991,66004
442233,Lene,Azuma,Senior Staff,3/31/1991,40000
442233,Lene,Azuma,Staff,3/31/1986,40000
442243,Yishai,Syrzycki,Assistant Engineer,11/30/1986,52110
442243,Yishai,Syrzycki,Engineer,11/30/1993,52110
442243,Yishai,Syrzycki,Senior Engineer,11/30/2000,52110
442246,Richara,Linares,Engineer,12/7/1993,52113
442246,Richara,Linares,Senior Engineer,12/7/1998,52113
442260,Kayoko,Tokunaga,Engineer,4/23/1988,56184
442260,Kayoko,Tokunaga,Senior Engineer,4/23/1996,56184
442265,Christophe,Navazio,Senior Staff,2/9/1993,47116
442265,Christophe,Navazio,Staff,2/9/1985,47116
442271,Chinho,Speer,Senior Staff,6/27/1995,73119
442271,Chinho,Speer,Staff,6/27/1987,73119
442275,Eric,Kropf,Engineer,11/10/1990,40000
442275,Eric,Kropf,Senior Engineer,11/10/1999,40000
442314,Miquel,Schwartzburd,Engineer,8/10/1998,40000
442317,Jiong,Junet,Engineer,9/11/1990,40000
442317,Jiong,Junet,Senior Engineer,9/11/1995,40000
442321,Toshimo,Hertweck,Staff,6/21/1997,50459
442330,Quingbo,Veeraraghavan,Senior Staff,8/21/1997,62173
442350,Kagan,Kriebel,Staff,7/5/1994,40000
442364,Barton,Oxman,Engineer,8/19/1992,40000
442364,Barton,Oxman,Senior Engineer,8/19/2000,40000
442372,Conal,Sundgren,Engineer,3/12/1985,40000
442372,Conal,Sundgren,Senior Engineer,3/12/1990,40000
442405,Evgueni,Zielinski,Engineer,12/6/1985,50594
442405,Evgueni,Zielinski,Senior Engineer,12/6/1990,50594
442429,Souichi,Hanabata,Engineer,9/2/1986,50817
442429,Souichi,Hanabata,Senior Engineer,9/2/1993,50817
442430,Tse,Baak,Senior Engineer,12/7/1985,45183
442433,Jingling,Roohalamini,Senior Staff,12/18/1991,46130
442433,Jingling,Roohalamini,Staff,12/18/1985,46130
442450,Shaleah,Bugaenko,Senior Staff,8/3/1996,45732
442450,Shaleah,Bugaenko,Staff,8/3/1989,45732
442455,Youngkon,Gihr,Engineer,10/30/1989,62540
442455,Youngkon,Gihr,Senior Engineer,10/30/1995,62540
442457,Zhigen,Jahnichen,Engineer,11/1/1994,46988
442457,Zhigen,Jahnichen,Senior Engineer,10/31/2000,46988
442460,Leon,Ranon,Engineer,8/7/1990,54601
442460,Leon,Ranon,Senior Engineer,8/7/1995,54601
442464,Toshiko,Naudin,Engineer,5/31/1987,43839
442464,Toshiko,Naudin,Senior Engineer,5/30/1996,43839
442487,Miomir,Speer,Senior Staff,12/3/1992,55512
442487,Miomir,Speer,Staff,12/4/1987,55512
442515,Abdelwaheb,Langford,Engineer,4/5/1989,40000
442515,Abdelwaheb,Langford,Senior Engineer,4/5/1995,40000
442539,Toshimori,Suri,Staff,7/3/1999,45744
442542,Mang,Thiran,Staff,8/12/1995,70224
442550,Adib,Vadhan,Engineer,2/17/1986,40000
442550,Adib,Vadhan,Senior Engineer,2/17/1994,40000
442562,Masasuke,Backhouse,Engineer,3/14/1992,40000
442562,Masasuke,Backhouse,Senior Engineer,3/14/1997,40000
442572,Lorien,Hellwagner,Engineer,12/24/1986,59835
442572,Lorien,Hellwagner,Senior Engineer,12/24/1993,59835
442576,Shietung,Ramsey,Engineer,1/8/1991,40000
442576,Shietung,Ramsey,Senior Engineer,1/8/1999,40000
442593,Geoffrey,Hockney,Assistant Engineer,10/2/1989,59569
442593,Geoffrey,Hockney,Engineer,10/2/1997,59569
442599,Nathan,Thombley,Engineer,4/19/1985,40000
442599,Nathan,Thombley,Senior Engineer,4/19/1994,40000
442608,Nigel,Melichar,Technique Leader,10/6/1996,41443
442613,Tsz,Knightly,Engineer,8/28/1987,40000
442613,Tsz,Knightly,Senior Engineer,8/27/1992,40000
442618,Jaewon,Piancastelli,Engineer,12/29/1987,47994
442618,Jaewon,Piancastelli,Senior Engineer,12/28/1992,47994
442631,Ishfaq,Herbst,Senior Staff,6/23/1997,64392
442631,Ishfaq,Herbst,Staff,6/23/1988,64392
442649,Utz,Vendrig,Senior Staff,1/7/1994,71007
442649,Utz,Vendrig,Staff,1/7/1986,71007
442668,Khue,Sanella,Senior Staff,3/2/1986,48195
442679,Patricio,Foote,Engineer,12/8/1997,56969
442689,Sverrir,Zucker,Senior Staff,9/5/1997,40000
442689,Sverrir,Zucker,Staff,9/5/1990,40000
442699,Samphel,Baer,Assistant Engineer,6/3/1996,40000
442709,Akemi,Renear,Senior Staff,11/16/1996,40000
442709,Akemi,Renear,Staff,11/16/1988,40000
442720,Sivanarayana,Kieras,Senior Staff,2/8/1995,40000
442720,Sivanarayana,Kieras,Staff,2/8/1988,40000
442731,Martine,Breugel,Senior Staff,7/16/1998,40000
442731,Martine,Breugel,Staff,7/16/1993,40000
442752,Vugranam,Luft,Senior Staff,6/29/1986,97935
442757,Noritoshi,Cannard,Engineer,3/4/1998,41468
442763,Weidon,Barriga,Senior Staff,8/18/1985,47687
442765,Mark,Yeung,Senior Staff,4/13/1991,40000
442765,Mark,Yeung,Staff,4/13/1985,40000
442767,Matt,Ouhyoung,Senior Staff,11/25/1997,40000
442767,Matt,Ouhyoung,Staff,11/25/1990,40000
442786,Jianhao,Lagarias,Senior Staff,7/27/1989,62631
442802,Angus,Bazelow,Staff,6/4/1995,84208
442812,Hugo,Rodiger,Senior Staff,12/12/1994,88409
442830,Ramachenga,Ranka,Engineer,5/25/1990,40000
442830,Ramachenga,Ranka,Senior Engineer,5/25/1995,40000
442834,Inderjeet,Falco,Senior Staff,12/12/1992,40000
442834,Inderjeet,Falco,Staff,12/12/1985,40000
442838,Subhash,Millington,Engineer,11/5/1985,48024
442838,Subhash,Millington,Senior Engineer,11/5/1992,48024
442841,Mahendra,Guting,Senior Engineer,12/10/1992,68294
442846,Vishv,Matteis,Senior Staff,4/21/1993,63090
442846,Vishv,Matteis,Staff,4/22/1987,63090
442850,Constantijn,Vitiello,Engineer,2/2/1988,56093
442850,Constantijn,Vitiello,Senior Engineer,2/2/1995,56093
442862,Munehiro,Dayang,Senior Staff,5/2/2002,43013
442862,Munehiro,Dayang,Staff,5/2/1996,43013
442867,King,Vrecion,Senior Staff,6/10/1994,40000
442867,King,Vrecion,Staff,6/10/1988,40000
442878,Masaki,Takanami,Engineer,3/13/1993,67318
442878,Masaki,Takanami,Senior Engineer,3/13/1999,67318
442882,Sven,Weiland,Engineer,7/3/1985,40000
442882,Sven,Weiland,Senior Engineer,7/3/1994,40000
442883,Yinlin,Vendrig,Staff,3/21/1997,90068
442907,Nitsan,Percebois,Engineer,8/4/1988,53273
442907,Nitsan,Percebois,Senior Engineer,8/4/1993,53273
442909,Augustine,Schwabacher,Senior Engineer,6/23/1986,49845
442910,Hatim,Ellozy,Senior Staff,6/6/1994,93753
442910,Hatim,Ellozy,Staff,6/6/1988,93753
442929,Saniya,Klerer,Technique Leader,12/27/1993,40000
442938,Xiaoqiu,Cusworth,Senior Staff,1/25/2001,40000
442938,Xiaoqiu,Cusworth,Staff,1/26/1996,40000
442947,Houman,Brattka,Senior Staff,10/31/1995,59321
442947,Houman,Brattka,Staff,10/31/1986,59321
442960,Marsha,Huttel,Engineer,11/24/1986,40000
442960,Marsha,Huttel,Senior Engineer,11/24/1994,40000
442966,Shaw,Ulupinar,Engineer,3/25/1989,57924
442966,Shaw,Ulupinar,Senior Engineer,3/25/1995,57924
442976,Mostafa,Zultner,Engineer,10/10/1992,48489
442976,Mostafa,Zultner,Senior Engineer,10/10/2001,48489
442977,Marlo,Armand,Senior Staff,5/21/1994,59751
442977,Marlo,Armand,Staff,5/21/1989,59751
442986,Nalini,Zeleznik,Technique Leader,5/9/1999,56094
442987,Sukumar,Sherertz,Engineer,2/17/1985,49216
442987,Sukumar,Sherertz,Senior Engineer,2/17/1991,49216
443023,Edwin,Range,Senior Staff,4/5/1990,61340
443023,Edwin,Range,Staff,4/5/1985,61340
443078,Ortrud,Hennebert,Senior Staff,8/8/2001,76597
443078,Ortrud,Hennebert,Staff,8/9/1995,76597
443093,Theirry,Beutelspacher,Senior Staff,5/31/1993,43334
443093,Theirry,Beutelspacher,Staff,5/31/1985,43334
443097,Sudhanshu,Strandh,Senior Staff,10/18/1985,77921
443118,Saeed,Angel,Senior Staff,7/30/1995,40000
443118,Saeed,Angel,Staff,7/30/1987,40000
443121,Valdiodio,Goldhammer,Engineer,9/17/1993,51214
443140,Feixiong,Pramanik,Senior Staff,12/6/1985,85958
443156,Hinrich,Wixon,Staff,2/2/1999,59673
443160,Paloma,Vuskovic,Engineer,8/11/1988,49888
443160,Paloma,Vuskovic,Senior Engineer,8/11/1994,49888
443182,Heather,Luca,Engineer,8/3/1986,56528
443182,Heather,Luca,Senior Engineer,8/2/1992,56528
443184,Fai,Rusterholz,Engineer,10/17/1993,40000
443184,Fai,Rusterholz,Senior Engineer,10/17/2000,40000
443195,Manton,Bratten,Engineer,11/18/1998,40000
443204,Lalit,Schapiro,Engineer,2/25/1985,40000
443204,Lalit,Schapiro,Senior Engineer,2/25/1994,40000
443206,Marco,Oppitz,Senior Staff,9/17/1993,90903
443206,Marco,Oppitz,Staff,9/18/1987,90903
443208,Nakhoon,Nilsson,Senior Engineer,11/13/1985,42630
443215,Masato,Giarratana,Senior Engineer,11/29/1989,69012
443218,Xiahua,Noriega,Engineer,3/11/1998,53449
443228,Mohammad,Gecseg,Senior Staff,8/8/1993,66153
443233,Nahla,Heuter,Senior Staff,9/26/1993,40000
443233,Nahla,Heuter,Staff,9/26/1985,40000
443240,Billie,Gimbel,Engineer,11/6/1987,40000
443240,Billie,Gimbel,Senior Engineer,11/6/1994,40000
443270,Vasiliy,Chvatal,Staff,9/23/1997,83534
443283,Aluzio,Mamelak,Senior Staff,5/17/1996,40000
443283,Aluzio,Mamelak,Staff,5/17/1988,40000
443297,Krister,Egerstedt,Senior Engineer,4/30/1987,40000
443303,Nadjib,Fadgyas,Senior Staff,12/23/1996,77716
443303,Nadjib,Fadgyas,Staff,12/23/1988,77716
443306,Mechthild,Sifakis,Engineer,7/6/1986,49559
443306,Mechthild,Sifakis,Senior Engineer,7/5/1992,49559
443307,Alagu,Bennis,Engineer,12/2/1989,42534
443307,Alagu,Bennis,Senior Engineer,12/2/1994,42534
443320,Kenton,Bugrara,Senior Staff,5/18/1994,70562
443320,Kenton,Bugrara,Staff,5/18/1985,70562
443325,Rasiah,Stanger,Senior Staff,5/16/1992,70192
443325,Rasiah,Stanger,Staff,5/16/1985,70192
443332,Leandro,Birsak,Engineer,10/19/1986,40184
443332,Leandro,Birsak,Senior Engineer,10/19/1991,40184
443349,Pantung,Lorch,Senior Staff,6/20/1998,58918
443349,Pantung,Lorch,Staff,6/20/1990,58918
443390,Arfst,Marwedel,Senior Staff,7/5/1986,66307
443404,Xiaoheng,Feldhoffer,Senior Staff,3/15/1997,79072
443404,Xiaoheng,Feldhoffer,Staff,3/15/1988,79072
443409,Elliott,Krybus,Assistant Engineer,4/15/1985,40000
443409,Elliott,Krybus,Engineer,4/15/1994,40000
443411,Behnaam,Bahi,Senior Staff,8/15/1986,78304
443415,Murthy,Oxman,Staff,1/13/1996,42502
443419,Kazuyasu,Ernst,Engineer,4/18/1986,50616
443419,Kazuyasu,Ernst,Senior Engineer,4/18/1991,50616
443449,Vasiliy,Hasenauer,Engineer,7/27/1993,56608
443449,Vasiliy,Hasenauer,Senior Engineer,7/27/2000,56608
443450,Shawna,Denti,Senior Staff,2/7/1993,62619
443450,Shawna,Denti,Staff,2/8/1987,62619
443457,Kazuhisa,Demke,Senior Staff,4/25/2001,86981
443457,Kazuhisa,Demke,Staff,4/25/1996,86981
443470,Valeri,Murtha,Senior Staff,9/1/1988,53840
443510,Martial,Poupard,Engineer,3/5/1986,40000
443510,Martial,Poupard,Senior Engineer,3/5/1991,40000
443554,Yolla,Klyachko,Engineer,10/21/1999,40000
443557,Ute,Androutsos,Senior Staff,12/10/1991,57872
443557,Ute,Androutsos,Staff,12/10/1985,57872
443562,Zorica,Panwar,Engineer,8/4/1992,63515
443562,Zorica,Panwar,Senior Engineer,8/4/2001,63515
443571,Siddarth,Garrabrants,Senior Staff,7/17/1990,59916
443571,Siddarth,Garrabrants,Staff,7/17/1985,59916
443573,Sanjiv,Rosiles,Engineer,2/7/1997,40000
443591,Haldun,Lamparter,Engineer,11/5/1988,51668
443591,Haldun,Lamparter,Senior Engineer,11/5/1996,51668
443592,Dante,Wursthorn,Assistant Engineer,12/27/1986,40000
443592,Dante,Wursthorn,Engineer,12/27/1991,40000
443592,Dante,Wursthorn,Senior Engineer,12/26/1996,40000
443617,Hercules,Molberg,Senior Staff,12/7/1991,53259
443617,Hercules,Molberg,Staff,12/7/1986,53259
443634,Conor,Cusworth,Engineer,12/24/1987,40000
443634,Conor,Cusworth,Senior Engineer,12/23/1992,40000
443637,Mohua,Guenter,Senior Staff,1/13/2000,70563
443637,Mohua,Guenter,Staff,1/13/1995,70563
443640,Martine,Rosaz,Engineer,1/12/1993,89199
443640,Martine,Rosaz,Senior Engineer,1/12/2001,89199
443647,Serif,Feldmann,Engineer,4/1/1988,40000
443647,Serif,Feldmann,Senior Engineer,4/1/1996,40000
443666,Bluma,Cherinka,Engineer,11/25/1985,48698
443666,Bluma,Cherinka,Senior Engineer,11/25/1993,48698
443676,Masasuke,Gide,Senior Staff,8/26/1995,66175
443676,Masasuke,Gide,Staff,8/26/1989,66175
443677,TRUE,Parfitt,Senior Staff,10/7/1996,40867
443677,TRUE,Parfitt,Staff,10/8/1987,40867
443686,Tokuyasu,Polajnar,Senior Engineer,12/6/1989,50650
443696,Henk,Douceur,Senior Staff,12/21/1994,40000
443696,Henk,Douceur,Staff,12/21/1989,40000
443710,Margo,Stille,Assistant Engineer,2/21/1990,58129
443710,Margo,Stille,Engineer,2/21/1999,58129
443713,Susumu,Besancenot,Technique Leader,11/8/1992,60912
443715,Arif,Schonegge,Engineer,7/15/1989,47543
443715,Arif,Schonegge,Senior Engineer,7/15/1997,47543
443717,Hugh,Erdi,Engineer,11/20/1990,46102
443717,Hugh,Erdi,Senior Engineer,11/19/1996,46102
443733,Volkmar,Welham,Senior Staff,1/11/1995,82169
443733,Volkmar,Welham,Staff,1/11/1986,82169
443735,Boriana,Guenter,Engineer,7/19/1998,40000
443737,Kazuhisa,Zolotykh,Engineer,9/11/1990,43119
443737,Kazuhisa,Zolotykh,Senior Engineer,9/10/1996,43119
443738,Genki,Decleir,Engineer,7/14/1993,61634
443738,Genki,Decleir,Senior Engineer,7/14/2001,61634
443747,Sorina,Genther,Senior Staff,3/26/2002,62440
443747,Sorina,Genther,Staff,3/26/1994,62440
443752,Chinhyun,Rosiles,Technique Leader,4/7/1996,66846
443759,Branimir,Comte,Senior Staff,4/23/1995,66063
443759,Branimir,Comte,Staff,4/23/1989,66063
443762,Masamitsu,Suomi,Senior Staff,9/18/1995,40000
443762,Masamitsu,Suomi,Staff,9/18/1989,40000
443766,Van,Peot,Engineer,10/8/1987,59690
443766,Van,Peot,Senior Engineer,10/7/1992,59690
443797,Nirmal,Armand,Engineer,11/2/1996,40000
443801,Yefim,Gopalakrishnan,Senior Staff,5/24/1991,45440
443801,Yefim,Gopalakrishnan,Staff,5/24/1986,45440
443823,Chaitali,Axelband,Senior Staff,4/13/2002,54033
443823,Chaitali,Axelband,Staff,4/13/1995,54033
443829,Taiji,Baez,Engineer,6/9/1985,72262
443829,Taiji,Baez,Senior Engineer,6/9/1991,72262
443836,Teruyuki,Swiss,Engineer,4/23/1995,40000
443838,Rimon,McClure,Senior Staff,11/28/1995,40000
443838,Rimon,McClure,Staff,11/27/1988,40000
443840,Oguz,Fairtlough,Staff,6/17/1996,74433
443846,Uwe,Junet,Engineer,9/19/1988,40000
443846,Uwe,Junet,Senior Engineer,9/19/1993,40000
443847,Leucio,Ligten,Engineer,12/1/1999,50107
443878,Oksana,Sifakis,Senior Staff,4/11/1994,48147
443878,Oksana,Sifakis,Staff,4/11/1988,48147
443909,Fumiya,Detkin,Senior Staff,7/30/1997,50330
443917,Amstein,Lores,Senior Staff,11/25/1992,91273
443917,Amstein,Lores,Staff,11/26/1986,91273
443924,Tooru,Luca,Senior Engineer,5/27/1986,55593
443925,Franziska,Jenevein,Senior Engineer,10/27/1996,49635
443927,Geoffrey,Codenie,Senior Staff,3/1/1985,48966
443928,Navid,Zschoche,Engineer,12/7/1996,40000
443930,Pramod,Schaft,Engineer,1/12/1999,45283
443942,Kwan,Heystek,Senior Staff,3/11/1998,59026
443945,Shimshon,Meriste,Senior Staff,8/11/1998,47693
443945,Shimshon,Meriste,Staff,8/11/1990,47693
443967,Valery,Nourani,Senior Staff,2/17/1995,52359
443967,Valery,Nourani,Staff,2/17/1988,52359
443971,Dannz,Schreiter,Engineer,6/25/1994,40000
443979,Wayne,Oaver,Engineer,9/23/1994,40000
443979,Wayne,Oaver,Senior Engineer,9/23/1999,40000
443980,Sibyl,Geffroy,Senior Staff,10/30/1994,40000
443986,Munenori,Tischendorf,Senior Staff,7/22/1998,48609
443996,JiYoung,Suomi,Senior Staff,4/28/1989,46939
444004,Adit,Baig,Senior Engineer,11/6/1992,40083
444034,Jackson,Bernardeschi,Senior Staff,5/15/1991,58575
444034,Jackson,Bernardeschi,Staff,5/15/1986,58575
444039,Kasidit,Redmiles,Senior Engineer,8/23/1987,40000
